OBJECTID,STCNTYFIPS,RROWNER1,YARDNAME,RROWNER1_NAME,Shape__Length
665,17031,CRL,BURR OAK,CHICAGO RAIL LINK,11793.4683904582
666,17031,CRL,HARBOR,CHICAGO RAIL LINK,5687.1812621558
667,17031,CRL,IRONDALE,CHICAGO RAIL LINK,3666.38422428707
668,34017,CSAO,BAYONNE,CONRAIL,7419.48446499526
669,34039,CSAO,BAYWAY (CSAO),CONRAIL,5554.75245130412
670,34035,CSAO,BOUND BROOK,CONRAIL,923.672568034815
671,34013,CSAO,BRILLS,CONRAIL,7173.7674790466
672,34023,CSAO,BROWNS,CONRAIL,12525.4171741519
673,34017,CSAO,CROXTON,CONRAIL,2975.68244508528
674,34033,CSAO,DEEPWATER,CONRAIL,8263.31209608938
675,34013,CSAO,DOREMUS,CONRAIL,35356.549615605
676,34013,CSAO,DOREMUS AUTORAMP,CONRAIL,18454.1909260901
677,34013,CSAO,DOREUMS AUTORAMP,CONRAIL,1614.82191740987
678,26163,CSAO,EDISON,CONRAIL,922.719442490319
679,34023,CSAO,EDISON,CONRAIL,7163.07489061034
680,26163,CSAO,EDISON (CSAO),CONRAIL,1077.33551896697
681,34039,CSAO,ERAIL,CONRAIL,136.433208846508
682,42101,CSAO,FRANKFORD JCT YARD,CONRAIL,2506.39912998287
683,26163,CSAO,HUBER,CONRAIL,2963.34236613662
684,34013,CSAO,HUNTER,CONRAIL,4068.52987677314
685,34013,CSAO,IRVINGTON,CONRAIL,2188.71709918799
686,26163,CSAO,LINCOLN,CONRAIL,8667.25878475933
687,26163,CSAO,LINCOLN AUTO,CONRAIL,2053.77609917794
688,34039,CSAO,LINDEN,CONRAIL,7439.2839841572
689,26163,CSAO,LIVERNOIS,CONRAIL,31631.9843081386
690,34023,CSAO,LOWER,CONRAIL,3925.90179193763
691,26163,CSAO,MACK,CONRAIL,6991.29798146343
692,34017,CSAO,MEADOWS,CONRAIL,20492.8039453505
693,34017,CSAO,MEADOWS IMF,CONRAIL,30477.4575744323
694,34017,CSAO,MEADOWS MAINTENANCE,CONRAIL,16195.509451312
695,34023,CSAO,MILE RUN,CONRAIL,4510.89892526295
696,34021,CSAO,MILLHAM,CONRAIL,3616.99144637766
697,34011,CSAO,MILLVILLE,CONRAIL,4380.50536944663
698,42017,CSAO,MORRISVILLE YARD,CONRAIL,16502.8995250455
699,26099,CSAO,MOUND ROAD,CONRAIL,2787.09766340586
700,26163,CSAO,NORTH,CONRAIL,16120.2723849267
701,34017,CSAO,NORTH BERGEN,CONRAIL,639.489011775624
702,34013,CSAO,OAK ISLAND,CONRAIL,54273.9975226922
703,34007,CSAO,PAULSBORO,CONRAIL,578.629786777262
704,34007,CSAO,PAVONIA,CONRAIL,29081.6497943162
705,34013,CSAO,POINIER STREET,CONRAIL,1649.71586790897
706,34039,CSAO,PORT ELIZABETH EXPRESSRAIL,CONRAIL,21938.2133788751
707,34039,CSAO,PORT ELIZABETH PORTSIDE,CONRAIL,7733.10724678148
708,34013,CSAO,PORT NEWARK,CONRAIL,22299.8783426903
709,34039,CSAO,PORT NEWARK,CONRAIL,1458.19624309301
710,34023,CSAO,PORT READING,CONRAIL,13378.9248766016
711,34039,CSAO,PORTSIDE TRIPLE CROWN,CONRAIL,4682.12860626533
712,26163,CSAO,RIVER ROUGE,CONRAIL,13444.7579564587
713,34015,CSAO,SALEM (CSAO),CONRAIL,2303.04956423284
714,34017,CSAO,SOUTH KEARNY,CONRAIL,8970.74188246529
715,34023,CSAO,SOUTH PLAINFIELD,CONRAIL,6083.01054761078
716,26099,CSAO,STERLING,CONRAIL,7030.2139137545
717,26099,CSAO,STERLING AUTOLOAD,CONRAIL,3491.79343207386
718,42045,CSAO,STONEY CREEK YARD,CONRAIL,8128.62019400451
719,26163,CSAO,TRENTON,CONRAIL,4623.02211999794
720,34009,CSAO,TUCKAHOE,CONRAIL,684.979757517731
721,34023,CSAO,UPPER,CONRAIL,7823.10403220918
722,34013,CSAO,WAVERLY,CONRAIL,5535.50721107908
723,34013,CSAO,WILSON AVENUE,CONRAIL,2716.31261574725
724,53007,CSCD,ENTIAT,CASCADE & COLUMBIA RIVER RAILROAD,2504.91705923011
725,53007,CSCD,ENTIAT YARD,CASCADE & COLUMBIA RIVER RAILROAD,2405.84471906139
726,53047,CSCD,OMAK,CASCADE & COLUMBIA RIVER RAILROAD,3622.1316524473
727,53047,CSCD,OMAK YARD,CASCADE & COLUMBIA RIVER RAILROAD,1762.38276511409
728,53047,CSCD,OROVILLE,CASCADE & COLUMBIA RIVER RAILROAD,3042.55071653203
729,53047,CSCD,OROVILLE YARD,CASCADE & COLUMBIA RIVER RAILROAD,1522.63086248886
730,09003,CSO,EAST HARTFORD,CONNECTICUT SOUTHERN RAILROAD INC.,5541.06766648002
731,09003,CSO,HARTFORD,CONNECTICUT SOUTHERN RAILROAD INC.,15181.628196918
732,17031,CSS,BURNHAM (CSS),CHICAGO SOUTHSHORE & SOUTH BEND RAILROAD,6721.11791095074
733,17031,CSXT,48TH AVE,CSX TRANSPORTATION,3315.04354947299
734,17031,CSXT,59TH ST INTERMODAL,CSX TRANSPORTATION,11918.6524329101
735,51087,CSXT,ACCA,CSX TRANSPORTATION,21989.7822136183
736,51760,CSXT,ACCA,CSX TRANSPORTATION,1394.97453175968
737,45079,CSXT,ACTON,CSX TRANSPORTATION,3132.67692779804
738,13185,CSXT,ADM LEAD,CSX TRANSPORTATION,2494.2920926883
739,21089,CSXT,AK STEEL,CSX TRANSPORTATION,3722.97522677374
740,26163,CSXT,ALLIED,CSX TRANSPORTATION,3585.65597403178
741,51760,CSXT,AMPTHILL YARD,CSX TRANSPORTATION,2179.48244478656
742,36057,CSXT,AMSTERDAM,CSX TRANSPORTATION,5407.17015375694
743,45043,CSXT,ANDREWS,CSX TRANSPORTATION,2146.09079127201
744,39037,CSXT,ANSONIA,CSX TRANSPORTATION,4705.2040317215
745,21019,CSXT,ASHLAND,CSX TRANSPORTATION,2701.01831556181
746,39007,CSXT,ASHTABULA,CSX TRANSPORTATION,17570.703741683
747,13059,CSXT,ATHENS,CSX TRANSPORTATION,2404.95270972022
748,21107,CSXT,ATKINSON NORTH,CSX TRANSPORTATION,4257.64219630886
749,21107,CSXT,ATKINSON SOUTH,CSX TRANSPORTATION,5457.74442564673
750,13135,CSXT,ATLANTA AUTO RAMP,CSX TRANSPORTATION,1579.34719135437
751,26049,CSXT,ATWOOD,CSX TRANSPORTATION,8701.90408518249
752,13013,CSXT,AUBURN,CSX TRANSPORTATION,1395.44101380991
753,13135,CSXT,AUBURN,CSX TRANSPORTATION,1736.96534327047
754,12105,CSXT,AUBURNDALE,CSX TRANSPORTATION,1018.31027670785
755,13245,CSXT,AUGUSTA (CSXT),CSX TRANSPORTATION,14289.0626099639
756,18063,CSXT,AVON,CSX TRANSPORTATION,47140.2457265487
757,13087,CSXT,BAINBRIDGE,CSX TRANSPORTATION,1972.53288958927
758,18167,CSXT,BAKER,CSX TRANSPORTATION,3017.23294391062
759,12031,CSXT,BALDWIN,CSX TRANSPORTATION,23919.7549239481
760,17031,CSXT,BARR,CSX TRANSPORTATION,35791.1701756283
761,36037,CSXT,BATAVIA,CSX TRANSPORTATION,1450.47284169104
762,28059,CSXT,BAYOU CASSOTTE,CSX TRANSPORTATION,10414.3617524107
763,24510,CSXT,BAYSIDE COAL,CSX TRANSPORTATION,6851.57767494144
764,24510,CSXT,BAYVIEW (CSXT),CSX TRANSPORTATION,6083.8333939254
765,36067,CSXT,BELLE ISLE POCKET,CSX TRANSPORTATION,10782.6252642122
766,51041,CSXT,BELLWOOD,CSX TRANSPORTATION,5890.87418288384
767,45019,CSXT,BENNETT,CSX TRANSPORTATION,7016.03423212942
768,11001,CSXT,BENNING,CSX TRANSPORTATION,6509.63300251661
769,26021,CSXT,BENTON HARBOR,CSX TRANSPORTATION,4536.11215008918
770,54051,CSXT,BENWOOD,CSX TRANSPORTATION,3483.37026717592
771,18163,CSXT,BIDS TERMINAL,CSX TRANSPORTATION,887.754731425723
772,24510,CSXT,BIDS TERMINAL,CSX TRANSPORTATION,1896.28951543447
773,12057,CSXT,BIG FOUR,CSX TRANSPORTATION,5482.55422967832
774,54079,CSXT,BILLS CREEK,CSX TRANSPORTATION,4015.89002361415
775,42007,CSXT,BLACKS RUN,CSX TRANSPORTATION,22872.7913655222
776,12105,CSXT,BONNIE SPUR,CSX TRANSPORTATION,3426.92563795938
777,37183,CSXT,BOOTH TRANSFLO,CSX TRANSPORTATION,155.773199998283
778,37161,CSXT,BOSTIC,CSX TRANSPORTATION,6692.36491047868
779,25017,CSXT,BOSTON NORTH,CSX TRANSPORTATION,306.648746708584
780,13121,CSXT,BOULEVARD,CSX TRANSPORTATION,3765.61854437097
781,39095,CSXT,BOULEVARD,CSX TRANSPORTATION,3632.48220475052
782,45091,CSXT,BOWATER,CSX TRANSPORTATION,1164.03148434815
783,01073,CSXT,BOYLES,CSX TRANSPORTATION,47395.2507394348
784,25021,CSXT,BRAINTREE,CSX TRANSPORTATION,1709.2271749581
785,12081,CSXT,BRANDENTON,CSX TRANSPORTATION,3234.87800115485
786,17183,CSXT,BREWER,CSX TRANSPORTATION,8273.72475299118
787,21227,CSXT,BRISTOW,CSX TRANSPORTATION,4425.52531204336
788,54103,CSXT,BROOKLYN JCT,CSX TRANSPORTATION,5113.26820858784
789,47017,CSXT,BRUCETON,CSX TRANSPORTATION,8703.1855923281
790,24021,CSXT,BRUNSWICK,CSX TRANSPORTATION,32044.3674209623
791,13127,CSXT,BRUNSWICK (CSXT),CSX TRANSPORTATION,2436.37855019665
792,39147,CSXT,C&O,CSX TRANSPORTATION,5068.62758540812
793,01117,CSXT,CALERA,CSX TRANSPORTATION,8873.58689115831
794,13129,CSXT,CALHOUN,CSX TRANSPORTATION,1502.58676838322
795,13301,CSXT,CAMAK,CSX TRANSPORTATION,1293.71870071297
796,45017,CSXT,CAROLINA EASTMAN,CSX TRANSPORTATION,4053.20615681357
797,45063,CSXT,CAROLINA EASTMAN,CSX TRANSPORTATION,2570.35996354479
798,13015,CSXT,CARTERSVILLE,CSX TRANSPORTATION,1972.51550941854
799,36045,CSXT,CARTHAGE,CSX TRANSPORTATION,8598.78259403643
800,45063,CSXT,CAYCE,CSX TRANSPORTATION,5805.34244794921
801,12031,CSXT,CEDAR BAY,CSX TRANSPORTATION,1891.98842864337
802,12105,CSXT,CENTRAL FLORIDA ILC,CSX TRANSPORTATION,13323.1510238852
803,54099,CSXT,CEREDO,CSX TRANSPORTATION,7609.85179290303
804,54099,CSXT,CEREDO TERMINAL,CSX TRANSPORTATION,1809.1505479031
805,42055,CSXT,CHAMBERBURG YARD,CSX TRANSPORTATION,10721.7007033862
806,45019,CSXT,CHARLESTON INTRMDL,CSX TRANSPORTATION,2666.3617052459
807,37119,CSXT,CHARLOTTE TRANSFLO,CSX TRANSPORTATION,4198.38353551793
808,51740,CSXT,CHESAPEAKE,CSX TRANSPORTATION,4521.52442526738
809,01101,CSXT,CHESTER,CSX TRANSPORTATION,8743.41416930139
810,42045,CSXT,CHESTER TRANS-FLO,CSX TRANSPORTATION,1341.32198374311
811,39141,CSXT,CHILLICOTHE,CSX TRANSPORTATION,3262.60337203906
812,39035,CSXT,CLARK AVE,CSX TRANSPORTATION,14917.8628966191
813,54033,CSXT,CLARKSBURG,CSX TRANSPORTATION,6944.74333529634
814,51005,CSXT,CLIFTON FORGE,CSX TRANSPORTATION,27194.8746011419
815,51760,CSXT,CLOPTON,CSX TRANSPORTATION,2080.44102370455
816,51041,CSXT,COGEN LEAD,CSX TRANSPORTATION,231.199650797372
817,51760,CSXT,COGEN LEAD,CSX TRANSPORTATION,1322.35333136461
818,51053,CSXT,COLLIER,CSX TRANSPORTATION,5407.72453844752
819,51730,CSXT,COLLIER,CSX TRANSPORTATION,7938.27936827202
820,39035,CSXT,COLLINGWOOD,CSX TRANSPORTATION,39361.5088663634
821,45063,CSXT,COLUMBIA AUTO RAMP YARD,CSX TRANSPORTATION,2159.46455345862
822,33013,CSXT,CONCORD,CSX TRANSPORTATION,1057.30880780288
823,42051,CSXT,CONNELLSVILLE,CSX TRANSPORTATION,23871.1514145964
824,18041,CSXT,CONNERSVILLE,CSX TRANSPORTATION,1928.76750551621
825,01121,CSXT,COOSA PINES,CSX TRANSPORTATION,2876.67210938969
826,21121,CSXT,CORBIN,CSX TRANSPORTATION,1281.83389534834
827,21235,CSXT,CORBIN,CSX TRANSPORTATION,26173.3037873107
828,47065,CSXT,CRAVENS,CSX TRANSPORTATION,4528.01352623235
829,21193,CSXT,CRAWFORD,CSX TRANSPORTATION,7351.21362102231
830,24001,CSXT,CUMBERLAND,CSX TRANSPORTATION,25938.284787347
831,18089,CSXT,CURTIS,CSX TRANSPORTATION,12937.5003401363
832,24510,CSXT,CURTIS BAY,CSX TRANSPORTATION,6691.12807341999
833,36071,CSXT,DANSKAMMER PLANT,CSX TRANSPORTATION,2949.39282369314
834,51167,CSXT,DANTE,CSX TRANSPORTATION,8141.04020405478
835,54005,CSXT,DANVILLE,CSX TRANSPORTATION,9599.38512744061
836,37019,CSXT,DAVIS,CSX TRANSPORTATION,38881.5012570806
837,21117,CSXT,DECOURSEY,CSX TRANSPORTATION,41031.5537678221
838,42003,CSXT,DEMMLER,CSX TRANSPORTATION,38102.3123098378
839,42003,CSXT,DEMMLER TRANSFER,CSX TRANSPORTATION,13458.4737601796
840,26163,CSXT,DETROIT-CENTRAL,CSX TRANSPORTATION,1624.48226892374
841,26163,CSXT,DETROIT-WEST,CSX TRANSPORTATION,1859.38855748179
842,36067,CSXT,DEWITT,CSX TRANSPORTATION,78651.9119935068
843,36067,CSXT,DEWITT SHOPS,CSX TRANSPORTATION,7658.75798671899
844,24031,CSXT,DICKERSON STORAGE,CSX TRANSPORTATION,2294.79158315476
845,01069,CSXT,DOTHAN,CSX TRANSPORTATION,8404.99588006576
846,21059,CSXT,DOYLE,CSX TRANSPORTATION,1000.16985907459
847,18167,CSXT,DUANE,CSX TRANSPORTATION,6106.33749118755
848,36013,CSXT,DUNKIRK,CSX TRANSPORTATION,9382.84197180024
849,51041,CSXT,DUPONT RICHMOND LEAD,CSX TRANSPORTATION,1362.66151236932
850,45015,CSXT,DUPONT YARD,CSX TRANSPORTATION,1015.1461783194
851,37063,CSXT,DURHAM,CSX TRANSPORTATION,1931.05013329709
852,26163,CSXT,EAST,CSX TRANSPORTATION,5097.01747695192
853,36029,CSXT,EAST BUFFALO,CSX TRANSPORTATION,16088.4857835005
854,18089,CSXT,EAST CHICAGO,CSX TRANSPORTATION,9907.79541627969
855,42101,CSXT,EAST SIDE YARD,CSX TRANSPORTATION,8224.81238005171
856,12057,CSXT,EAST TAMPA,CSX TRANSPORTATION,2055.71916086866
857,34039,CSXT,ELIZABETHPORT,CSX TRANSPORTATION,18112.8663966136
858,54005,CSXT,ELK RUN,CSX TRANSPORTATION,4662.39872915478
859,17031,CSXT,ELSDON,CSX TRANSPORTATION,1838.94703413499
860,26065,CSXT,ENSEL,CSX TRANSPORTATION,7252.09853241036
861,42049,CSXT,ERIE (CSXT),CSX TRANSPORTATION,5373.07768104241
862,47171,CSXT,ERWIN,CSX TRANSPORTATION,25457.2771628048
863,47107,CSXT,ETOWAH,CSX TRANSPORTATION,13568.4076036189
864,13121,CSXT,FAIRBORN INTERMODAL,CSX TRANSPORTATION,6904.2196550803
865,13121,CSXT,FAIRBURN INTERMODAL,CSX TRANSPORTATION,3915.94709192082
866,24510,CSXT,FAIRFIELD AUTOLOAD,CSX TRANSPORTATION,1560.93355489682
867,54049,CSXT,FAIRMONT,CSX TRANSPORTATION,7037.20297580106
868,37047,CSXT,FEDERAL,CSX TRANSPORTATION,2826.22197790347
869,13017,CSXT,FITZGERALD,CSX TRANSPORTATION,2533.81375780109
870,42101,CSXT,FLEXI-FLO YARD,CSX TRANSPORTATION,4987.64613409257
871,01053,CSXT,FLOMATON,CSX TRANSPORTATION,5810.73900400312
872,45041,CSXT,FLORENCE,CSX TRANSPORTATION,10976.156248432
873,36063,CSXT,FOOTE,CSX TRANSPORTATION,7597.73826432591
874,26163,CSXT,FORD,CSX TRANSPORTATION,2224.46656606611
875,47037,CSXT,FORD LEAD,CSX TRANSPORTATION,2207.76439654168
876,21111,CSXT,FORD TRUCK PLANT,CSX TRANSPORTATION,3958.33671073991
877,17031,CSXT,FOREST HILL,CSX TRANSPORTATION,3246.87675248113
878,25017,CSXT,FORT DEVENS,CSX TRANSPORTATION,4466.18619627445
879,25027,CSXT,FORT DEVENS,CSX TRANSPORTATION,780.294684358306
880,26147,CSXT,FR,CSX TRANSPORTATION,3146.49068584672
881,25017,CSXT,FRAMINGHAM GM PLANT,CSX TRANSPORTATION,2955.25853427535
882,36081,CSXT,FRESH POND (CSXT),CSX TRANSPORTATION,1285.27276740835
883,36029,CSXT,FRONTIER,CSX TRANSPORTATION,33539.1249544216
884,13121,CSXT,FULCO JCT,CSX TRANSPORTATION,1034.25751805083
885,51087,CSXT,FULTON,CSX TRANSPORTATION,21319.0272976354
886,51760,CSXT,FULTON,CSX TRANSPORTATION,723.680860086532
887,18033,CSXT,GARRETT,CSX TRANSPORTATION,6610.69088723383
888,12049,CSXT,GARWOOD SOUTH,CSX TRANSPORTATION,5093.59503160201
889,12086,CSXT,GENERAL CEMENT,CSX TRANSPORTATION,3812.33239947695
890,22071,CSXT,GENTILLY,CSX TRANSPORTATION,38281.1884555164
891,45043,CSXT,GEORGETOWN,CSX TRANSPORTATION,946.982846434754
892,51125,CSXT,GLADSTONE,CSX TRANSPORTATION,9927.24370319249
893,42003,CSXT,GLENWOOD,CSX TRANSPORTATION,122.476687465151
894,12033,CSXT,GOULDING,CSX TRANSPORTATION,6524.58567028295
895,54091,CSXT,GRAFTON,CSX TRANSPORTATION,11616.509896299
896,26049,CSXT,GRAND BLANC,CSX TRANSPORTATION,5476.77474317968
897,26045,CSXT,GRAND LEDGE,CSX TRANSPORTATION,3816.12239838859
898,24005,CSXT,GRAYS,CSX TRANSPORTATION,39660.2908597524
899,23019,CSXT,GREAT WORKS,CSX TRANSPORTATION,3539.07712652345
900,37147,CSXT,GREENVILLE YARD,CSX TRANSPORTATION,3311.98819412243
901,42101,CSXT,GREENWICH YARDS,CSX TRANSPORTATION,46445.1859305101
902,21219,CSXT,GUTHRIE,CSX TRANSPORTATION,2390.18993786594
903,47125,CSXT,GUTHRIE,CSX TRANSPORTATION,3057.1721677006
904,24043,CSXT,HAGERSTOWN,CSX TRANSPORTATION,9253.7743517492
905,37187,CSXT,HALLEY,CSX TRANSPORTATION,1798.54043136829
906,36029,CSXT,HAMBURG STREET,CSX TRANSPORTATION,943.784225426043
907,37153,CSXT,HAMLET,CSX TRANSPORTATION,86209.9343742659
908,42133,CSXT,HANOVER,CSX TRANSPORTATION,1508.05506630188
909,39175,CSXT,HARPSTER,CSX TRANSPORTATION,1366.77743559749
910,18097,CSXT,HAWTHORNE,CSX TRANSPORTATION,26015.915423437
911,21193,CSXT,HAZARD,CSX TRANSPORTATION,4670.36401768462
912,18097,CSXT,HILL,CSX TRANSPORTATION,2696.33914936693
913,39153,CSXT,HILL,CSX TRANSPORTATION,4003.12848613531
914,17183,CSXT,HILLERY,CSX TRANSPORTATION,5245.90264821539
915,54089,CSXT,HINTON,CSX TRANSPORTATION,6670.05531146844
916,39159,CSXT,HONDA,CSX TRANSPORTATION,6587.26595586608
917,39091,CSXT,HONDA AUTOLOAD,CSX TRANSPORTATION,1773.8091698291
918,39159,CSXT,HONDA INTERMODAL A,CSX TRANSPORTATION,3235.17867293295
919,39159,CSXT,HONDA INTERMODAL B,CSX TRANSPORTATION,2216.04460010419
920,39091,CSXT,HONDA PLANT,CSX TRANSPORTATION,3023.08732561763
921,39159,CSXT,HONDA PLANT,CSX TRANSPORTATION,4835.14843173598
922,01101,CSXT,HOPE HULL,CSX TRANSPORTATION,9349.40972114352
923,51670,CSXT,HOPEWELL (CSXT),CSX TRANSPORTATION,9847.13071955775
924,42021,CSXT,HORNERSTOWN,CSX TRANSPORTATION,4597.19663689159
925,18163,CSXT,HOWELL,CSX TRANSPORTATION,16463.6625168929
926,13121,CSXT,HOWELLS,CSX TRANSPORTATION,11255.5151682147
927,13121,CSXT,HULSEY,CSX TRANSPORTATION,1923.59965383623
928,54011,CSXT,HUNTINGTON,CSX TRANSPORTATION,21487.5135203298
929,12105,CSXT,IMROC,CSX TRANSPORTATION,2354.46143148368
930,37067,CSXT,INGREDION WINSTON SALEM,CSX TRANSPORTATION,2637.51244266794
931,45079,CSXT,INTL PAPER,CSX TRANSPORTATION,911.154949230465
932,45059,CSXT,IRBY JCT,CSX TRANSPORTATION,1219.68911008879
933,39061,CSXT,IVORYDALE,CSX TRANSPORTATION,14739.4280899669
934,12031,CSXT,JACKSONVILLE,CSX TRANSPORTATION,273.215594765586
935,24003,CSXT,JESSUP,CSX TRANSPORTATION,3654.51291230601
936,24027,CSXT,JESSUP,CSX TRANSPORTATION,5633.8483298597
937,24027,CSXT,JESSUP AUTOLOAD,CSX TRANSPORTATION,4575.09045705708
938,42021,CSXT,JOHNSTOWN (CLINTON ST),CSX TRANSPORTATION,1753.3702507235
939,47037,CSXT,KAYNE AVE,CSX TRANSPORTATION,2379.76680131566
940,47037,CSXT,KAYNE AVENUE,CSX TRANSPORTATION,5330.52919473312
941,36029,CSXT,KENMORE,CSX TRANSPORTATION,7789.80379811775
942,54057,CSXT,KEYSER,CSX TRANSPORTATION,14967.5285130758
943,47163,CSXT,KINGSPORT,CSX TRANSPORTATION,9119.4794309104
944,36111,CSXT,KINGSTON,CSX TRANSPORTATION,8153.79695548023
945,18157,CSXT,LAFAYETTE,CSX TRANSPORTATION,14413.0113092707
946,39095,CSXT,LAKEFRONT DOCKS,CSX TRANSPORTATION,53270.7710889699
947,25009,CSXT,LAWRENCE,CSX TRANSPORTATION,2886.20124689196
948,47157,CSXT,LEEWOOD,CSX TRANSPORTATION,1640.55547829542
949,47157,CSXT,LEEWOOD (CSXT),CSX TRANSPORTATION,7277.42261871508
950,24510,CSXT,LEHIGH,CSX TRANSPORTATION,2531.36950931805
951,39003,CSXT,LIMA,CSX TRANSPORTATION,14671.1558599894
952,26125,CSXT,LINCOLN,CSX TRANSPORTATION,12294.2445789465
953,34003,CSXT,LITTLE FERRY (CSXT),CSX TRANSPORTATION,17611.3277970801
954,39155,CSXT,LORDSTOWN,CSX TRANSPORTATION,5100.08423625674
955,39155,CSXT,LORDSTOWN CSX AUTOLOAD,CSX TRANSPORTATION,1735.92293316157
956,54107,CSXT,LOW,CSX TRANSPORTATION,7434.6471002451
957,25017,CSXT,LOWELL,CSX TRANSPORTATION,1610.04728401145
958,21095,CSXT,LOYALL,CSX TRANSPORTATION,6532.69495298841
959,36117,CSXT,LYONS,CSX TRANSPORTATION,4492.94128241293
960,13199,CSXT,MANCHESTER,CSX TRANSPORTATION,1939.33539773839
961,33011,CSXT,MANCHESTER,CSX TRANSPORTATION,2148.44897895914
962,25005,CSXT,MANSFIELD,CSX TRANSPORTATION,1771.28805733091
963,25021,CSXT,MANSFIELD,CSX TRANSPORTATION,175.57476030763
964,34035,CSXT,MANVILLE,CSX TRANSPORTATION,17383.5347533597
965,39101,CSXT,MARION (CSXT),CSX TRANSPORTATION,20851.8312170584
966,21071,CSXT,MARTIN,CSX TRANSPORTATION,5401.56902580731
967,36089,CSXT,MASSENA COACH,CSX TRANSPORTATION,8778.12925581614
968,36045,CSXT,MASSEY WEST YARD,CSX TRANSPORTATION,2906.35812308508
969,23019,CSXT,MATTAWAMKEAG,CSX TRANSPORTATION,2371.84567644402
970,45047,CSXT,MAXWELL,CSX TRANSPORTATION,12704.6976798104
971,26049,CSXT,MCGREW,CSX TRANSPORTATION,17747.5603816345
972,42003,CSXT,MCKEES ROCKS,CSX TRANSPORTATION,1041.44436714027
973,42003,CSXT,MCKEESPORT,CSX TRANSPORTATION,5058.22412315194
974,54089,CSXT,MEADOW CREEK,CSX TRANSPORTATION,4285.03329828961
975,21227,CSXT,MEMPHIS JCT,CSX TRANSPORTATION,3017.47296297642
976,36029,CSXT,MIDDLE,CSX TRANSPORTATION,5915.87614529781
977,26163,CSXT,MIDDLEBELT,CSX TRANSPORTATION,2272.51162971537
978,25023,CSXT,MIDDLEBORO,CSX TRANSPORTATION,2463.52086127437
979,39017,CSXT,MIDDLETOWN,CSX TRANSPORTATION,6706.17633686436
980,37051,CSXT,MILAN,CSX TRANSPORTATION,6612.4736283527
981,12031,CSXT,MILLDALE,CSX TRANSPORTATION,494.232053450476
982,18093,CSXT,MITCHELL,CSX TRANSPORTATION,2401.59100152623
983,12031,CSXT,MONCRIEF,CSX TRANSPORTATION,21330.5356855764
984,18181,CSXT,MONON,CSX TRANSPORTATION,4670.08418669631
985,37179,CSXT,MONROE,CSX TRANSPORTATION,11428.6014652491
986,24031,CSXT,MONT CO RES RECOVERY,CSX TRANSPORTATION,3633.55744704826
987,24017,CSXT,MORGANTOWN STORAGE,CSX TRANSPORTATION,2829.47471418419
988,36005,CSXT,MOTT HAVEN,CSX TRANSPORTATION,4841.74508836002
989,24510,CSXT,MT CLARE,CSX TRANSPORTATION,4178.5153857933
990,24510,CSXT,MT WINANS,CSX TRANSPORTATION,4143.9480769329
991,12105,CSXT,MULBERRY,CSX TRANSPORTATION,4197.90861624409
992,33011,CSXT,NASHUA,CSX TRANSPORTATION,12469.2360532563
993,47037,CSXT,NASHVILLE TRANSFLO,CSX TRANSPORTATION,4314.71883484394
994,39113,CSXT,NEEDMORE,CSX TRANSPORTATION,15244.9352740499
995,24510,CSXT,NEW,CSX TRANSPORTATION,5502.14815485847
996,26163,CSXT,NEW BOSTON,CSX TRANSPORTATION,14317.2585513763
997,01073,CSXT,NEW BOYLES,CSX TRANSPORTATION,55208.0429698784
998,26021,CSXT,NEW BUFFALO,CSX TRANSPORTATION,3741.78760157697
999,42073,CSXT,NEW CASTLE,CSX TRANSPORTATION,46921.4852307035
1000,25027,CSXT,NEW ENGLAND AUTOMOTIVE GATEWAY,CSX TRANSPORTATION,6529.49895655232
1001,39017,CSXT,NEW RIVER,CSX TRANSPORTATION,9848.48200339863
1002,12057,CSXT,NEW WALES,CSX TRANSPORTATION,460.225286063233
1003,12105,CSXT,NEW WALES,CSX TRANSPORTATION,12078.1810005465
1004,26163,CSXT,NEWBURGH,CSX TRANSPORTATION,1857.10612582679
1005,42073,CSXT,NEWCASTLE,CSX TRANSPORTATION,5026.59794721978
1006,42051,CSXT,NEWELL,CSX TRANSPORTATION,766.567798692117
1007,42051,CSXT,NEWELL YARD,CSX TRANSPORTATION,9578.4017438177
1008,51700,CSXT,NEWPORT NEWS,CSX TRANSPORTATION,51948.6467180653
1009,36063,CSXT,NIAGARA,CSX TRANSPORTATION,36133.8044435183
1010,17183,CSXT,NORTH,CSX TRANSPORTATION,2349.84112928438
1011,26163,CSXT,NORTH,CSX TRANSPORTATION,3285.85558688323
1012,34017,CSXT,NORTH BERGEN,CSX TRANSPORTATION,19550.4582890693
1013,45019,CSXT,NORTH CHARLESTON,CSX TRANSPORTATION,2001.35207931308
1014,25017,CSXT,NORTH FRAMINGHAM,CSX TRANSPORTATION,2769.08323122451
1015,42003,CSXT,NORTH MCKEES ROCK,CSX TRANSPORTATION,3754.48607951564
1016,42003,CSXT,NORTH MCKEES ROCKS,CSX TRANSPORTATION,2740.08593901239
1017,45019,CSXT,NORTH PORT,CSX TRANSPORTATION,5173.22966893062
1018,23019,CSXT,NORTHERN MAINE JUNCTION,CSX TRANSPORTATION,3123.84652761191
1019,23019,CSXT,NORTHERN MAINE JUNCTION (ST),CSX TRANSPORTATION,18997.5380041583
